artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
"",Logged In,Derek,M,0,Smith,"",free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1508230942284,4807,"",200,1513811037284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1350
"",Logged In,Katelynne,F,4,Chang,"",free,"Sebring, FL",GET,Home,1510861700284,6892,"",200,1513811050284,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",1398
Vangelis,Logged In,Joseph,M,4,Beard,286.51057,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,Tales Of The Future,200,1513811073284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
Klaxons,Logged In,Seraphina,F,54,Cole,258.11546,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,Two Receivers,200,1513811078284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
3 Doors Down,Logged In,Jake,M,7,Tapia,228.57098,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,Let Me Be Myself,200,1513811078284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
"",Logged In,Seraphina,F,55,Cole,"",paid,"Dallas-Fort Worth-Arlington, TX",GET,Home,1511033353284,4729,"",200,1513811080284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Steely Dan,Logged In,Charles,M,1,Shepherd,352.1824,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507840862284,6319,Babylon Sisters,200,1513811081284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1409
Van Halen,Logged In,Enrique,M,10,Miller,186.72281,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Bottoms Up! (Album Version),200,1513811083284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
The Black Keys,Logged In,Ethan,M,7,Larson,250.69669,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Psychotic Girl,200,1513811151284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
MSTRKRFT,Logged In,Sarah,F,5,Miller,227.13424,free,"Durham-Chapel Hill, NC",PUT,NextSong,1500970094284,5818,Work On You,200,1513811159284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2812
Chris Eaton,Logged In,Slayton,M,2,Burke,238.75873,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1480383553284,1393,Something New,200,1513811163284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
Alanis Morissette,Logged In,Derek,M,1,Smith,267.25832,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1508230942284,4807,Head Over Feet (Album Version),200,1513811168284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1350
"",Logged In,Sarah,F,6,Miller,"",free,"Durham-Chapel Hill, NC",GET,About,1500970094284,5818,"",200,1513811186284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2812
Harmonia,Logged In,Katelynne,F,5,Chang,655.77751,free,"Sebring, FL",PUT,NextSong,1510861700284,6892,Sehr kosmisch,200,1513811204284,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",1398
Rock Kills Kid,Logged In,Brooklyn,F,5,Henry,271.38567,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,Back To Life (Album Version),200,1513811226284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Nacho Cano,Logged In,Dreden,M,50,Rodriguez,225.41016,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6652,Esta DivisiÃÂ³n,200,1513811259284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
"",Logged In,Dreden,M,51,Rodriguez,"",paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Logout,1513620661284,6652,"",307,1513811260284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
In This Moment,Logged In,Enrique,M,11,Miller,269.16526,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Her Kiss,200,1513811269284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Logged In,Enrique,M,12,Miller,"",paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1500182660284,6740,"",200,1513811277284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Midlake,Logged In,Jake,M,8,Tapia,236.40771,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,Children Of The Grounds,200,1513811306284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
"",Logged In,Braxton,M,0,Johnson,"",free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1509667539284,6839,"",200,1513811311284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2535
Justin Bieber,Logged In,Seraphina,F,56,Cole,264.35873,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,Never Let You Go,200,1513811336284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Paul Oakenfold,Logged In,Troy,M,0,Johnston,254.14485,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,Ready_ Steady_ Go (Album Version),200,1513811352284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
Radiohead,Logged In,Joseph,M,5,Beard,235.7024,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,Creep (Explicit),200,1513811359284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
Maxwell,Logged In,Braxton,M,1,Johnson,255.242,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1509667539284,6839,Pretty Wings,200,1513811360284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2535
The Streets,Logged In,Miles,M,4,Michael,405.28934,paid,"Harrisonburg, VA",PUT,NextSong,1498749506284,3893,Blinded By The Lights [Nero Remix],200,1513811369284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10\"",1829
"",Logged In,Derek,M,2,Smith,"",free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Upgrade,1508230942284,4807,"",200,1513811377284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1350
The Killers,Logged In,Sarah,F,7,Miller,384.86159,free,"Durham-Chapel Hill, NC",PUT,NextSong,1500970094284,5818,Smile Like You Mean It,200,1513811386284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2812
Huey Lewis And The News,Logged In,Ethan,M,8,Larson,209.05751,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Do You Believe In Love,200,1513811401284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Enrique Iglesias,Logged In,Slayton,M,3,Burke,241.42322,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1480383553284,1393,Tired Of Being Sorry,200,1513811401284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
Pepper,Logged In,Fiona,F,0,Henry,219.08853,free,"Salem, OR",PUT,NextSong,1491634775284,6863,Davey Jones Locker,200,1513811403284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",732
Johan Gielen,Logged In,Bella,F,0,Gates,431.01995,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507454695284,4136,Flash,200,1513811413284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,459
"",Logged In,Anthony,M,0,Williams,"",free,"Fayetteville, NC",GET,Home,1513552154284,6656,"",200,1513811419284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2692
"",Logged In,Ethan,M,9,Larson,"",paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Downgrade,1511147509284,4378,"",200,1513811424284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Devo,Logged In,Charles,M,2,Shepherd,205.50485,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507840862284,6319,Going Under,200,1513811433284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1409
Slick Rick,Logged In,Derek,M,3,Smith,238.75873,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1508230942284,4807,Children's Story,200,1513811435284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1350
Phoenix,Logged In,Francisco,M,0,Fletcher,278.80444,free,"El Paso, TX",PUT,NextSong,1511844202284,6515,Armistice,200,1513811453284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1716
Nelly / Lil Wayne,Logged In,Anthony,M,1,Williams,250.27873,free,"Fayetteville, NC",PUT,NextSong,1513552154284,6656,For My,200,1513811464284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2692
"",Logged In,Fiona,F,1,Henry,"",free,"Salem, OR",GET,Upgrade,1491634775284,6863,"",200,1513811476284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",732
"",Logged Out,"","",52,"","",paid,"",GET,Home,"",6652,"",200,1513811493284,"",""
"",Logged Out,"","",53,"","",paid,"",PUT,Login,"",6652,"",307,1513811494284,"",""
Fanfarlo,Logged In,Brooklyn,F,6,Henry,344.5024,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,Comets (Album Version),200,1513811497284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Thievery Corporation,Logged In,Grace,F,0,Phelps,169.29914,free,"Minot, ND",PUT,NextSong,1491871942284,6646,So Com Voce,200,1513811500284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",912
"",Logged In,Kaden,M,0,Gutierrez,"",free,"Charleston-North Charleston, SC",GET,Home,1508466348284,6569,"",200,1513811503284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1959
Spiderbait,Logged In,Kaden,M,1,Gutierrez,205.94893,free,"Charleston-North Charleston, SC",PUT,NextSong,1508466348284,6569,Black Betty,200,1513811522284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1959
Atomic Kitten,Logged In,Enrique,M,13,Miller,197.32853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Eternal Flame (Single Version),200,1513811538284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Superchick,Logged In,Jake,M,9,Tapia,187.01016,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,We Live,200,1513811542284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
Los Enemigos,Logged In,Gunner,M,0,Stone,153.57342,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1496840534284,2151,Wonderland Records,200,1513811556284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2152
"",Logged In,Kaden,M,2,Gutierrez,"",free,"Charleston-North Charleston, SC",GET,Settings,1508466348284,6569,"",200,1513811575284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1959
Garbage,Logged In,Joseph,M,6,Beard,283.24526,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,Fix Me Now,200,1513811594284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
Glen Hansard & Marketa Irglova,Logged In,Seraphina,F,57,Cole,290.87302,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,Falling Slowly (Album version),200,1513811600284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Rammstein,Logged In,Troy,M,1,Johnston,217.0771,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,Ich Will,200,1513811606284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
Travis,Logged In,Ethan,M,10,Larson,232.28036,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Sing,200,1513811610284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Cradle Of Filth,Logged In,Braxton,M,2,Johnson,50.80771,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1509667539284,6839,Satanic Mantra,200,1513811615284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2535
Dave Grusin,Logged In,Fiona,F,2,Henry,255.50322,free,"Salem, OR",PUT,NextSong,1491634775284,6863,St. Elsewhere,200,1513811622284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",732
"",Logged In,Kaden,M,3,Gutierrez,"",free,"Charleston-North Charleston, SC",GET,Settings,1508466348284,6569,"",200,1513811640284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1959
Drama feat. Outkast & Marsha Ambrosius,Logged In,Slayton,M,4,Burke,297.27302,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1480383553284,1393,The Art Of Storytellin Part 4 (feat. Outkast & Marsha Ambrosius) (Amended Album Version),200,1513811642284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
"",Logged In,Dreden,M,54,Rodriguez,"",paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1513620661284,6652,"",200,1513811663284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Nek,Logged In,Braxton,M,3,Johnson,253.77914,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1509667539284,6839,Queda Mucho Mas,200,1513811665284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2535
Sidewinder,Logged In,Grace,F,1,Phelps,479.68608,free,"Minot, ND",PUT,NextSong,1491871942284,6646,The Adventure,200,1513811669284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",912
"",Logged In,Kaden,M,4,Gutierrez,"",free,"Charleston-North Charleston, SC",GET,Home,1508466348284,6569,"",200,1513811696284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1959
Hot Chip,Logged In,Gunner,M,1,Stone,312.2673,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1496840534284,2151,Shake A Fist,200,1513811709284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2152
BjÃÂ¶rk,Logged In,Kaden,M,5,Gutierrez,348.57751,free,"Charleston-North Charleston, SC",PUT,NextSong,1508466348284,6569,Undo,200,1513811727284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1959
The Gaslight Anthem,Logged In,Jake,M,10,Tapia,223.81669,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,Here's Looking at You_ Kid,200,1513811729284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
The Police,Logged In,Francisco,M,1,Fletcher,259.73506,free,"El Paso, TX",PUT,NextSong,1511844202284,6515,Every Little Thing She Does Is Magic,200,1513811731284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1716
Patty Griffin,Logged In,Enrique,M,14,Miller,127.4771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,You'll Remember,200,1513811735284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Justin Bieber / Usher,Logged In,Sarah,F,8,Miller,222.30159,free,"Durham-Chapel Hill, NC",PUT,NextSong,1500970094284,5818,First Dance,200,1513811770284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2812
Queen Latifah,Logged In,Miles,M,5,Michael,155.27138,paid,"Harrisonburg, VA",PUT,NextSong,1498749506284,3893,"Big Blonde And Beautiful (\"Hairspray\")",200,1513811774284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10\"",1829
The fFormula,Logged In,Troy,M,2,Johnston,239.96036,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,Cold Blooded (Acid Cleanse),200,1513811823284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
LMFAO,Logged In,Brooklyn,F,7,Henry,183.74485,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,Yes,200,1513811841284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Todd Barry,Logged In,Ethan,M,11,Larson,126.82404,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Sugar Ray (LP Version),200,1513811842284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Train,Logged In,Bella,F,1,Gates,246.54322,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507454695284,4136,I'm About To Come Alive,200,1513811844284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,459
Darwin Hobbs,Logged In,Katelynne,F,6,Chang,391.6273,free,"Sebring, FL",PUT,NextSong,1510861700284,6892,We Worship You Today (Key-Bbm-Premiere Performance Plus w/ Background Vocals),200,1513811859284,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",1398
Penguin CafÃÂ© Orchestra,Logged In,Enrique,M,15,Miller,164.75383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Zopf: Pigtail,200,1513811862284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Stacie Orrico,Logged In,Joseph,M,7,Beard,316.18567,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,That's What Love's About,200,1513811877284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
The Honeydrips,Logged In,Seraphina,F,58,Cole,206.36689,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,Here Comes The Future,200,1513811890284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Dragonforce,Logged In,Miles,M,6,Michael,466.88608,paid,"Harrisonburg, VA",PUT,NextSong,1498749506284,3893,Scars of Yesterday (Album Version),200,1513811929284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10\"",1829
Usher featuring will.i.am,Logged In,Slayton,M,5,Burke,395.72853,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1480383553284,1393,OMG,200,1513811939284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
"",Logged In,Slayton,M,6,Burke,"",paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Help,1480383553284,1393,"",200,1513811944284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
Emmy The Great,Logged In,Jake,M,11,Tapia,204.79955,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,Mia,200,1513811952284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
Cut Copy,Logged In,Ethan,M,12,Larson,61.962,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,We Fight For Diamonds,200,1513811968284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Sarah,F,9,Miller,277.15873,free,"Durham-Chapel Hill, NC",PUT,NextSong,1500970094284,5818,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1513811992284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2812
Kings Of Leon,Logged In,Gunner,M,2,Stone,201.79546,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1496840534284,2151,Revelry,200,1513812021284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2152
Enya,Logged In,Brooklyn,F,8,Henry,212.32281,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,May It Be (Album version),200,1513812024284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Eddie Kirkland,Logged In,Enrique,M,16,Miller,326.97424,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Going to the River_ See Can I Look Across,200,1513812026284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Paul Anka,Logged In,Ethan,M,13,Larson,314.33098,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Hello,200,1513812029284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
